formatted_address,long_name,latitude,longitude,formatted_date,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,precipAccumulation,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/19/2017,1487462400,Mostly cloudy until evening.,partly-cloudy-day,1487488027,1487524999,0.77,,,,,rain,,39.18,1487469600,52.64,1487516400,34.57,1487476800,52.64,1487516400,42.39,0.86,7.69,247,5.71,0.53,1022.49
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/20/2017,1487548800,Mostly cloudy until evening.,partly-cloudy-day,1487574307,1487611508,0.8,,,,,rain,,49.15,1487563200,61.34,1487599200,45.13,1487563200,61.34,1487599200,49.74,0.86,10.92,255,6.34,0.58,1018.72
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/21/2017,1487635200,Mostly cloudy until evening and breezy overnight.,wind,1487660586,1487698016,0.83,,,,,rain,,50.15,1487660400,54.89,1487685600,50.15,1487660400,54.89,1487685600,48.79,0.87,12.12,251,6.81,0.78,1016.07
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/22/2017,1487721600,Breezy in the morning and mostly cloudy until evening.,wind,1487746864,1487784523,0.86,,,,,rain,,50.67,1487804400,54.86,1487764800,50.67,1487804400,54.86,1487764800,48.5,0.86,16.69,246,6.55,0.92,1008.58
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/23/2017,1487808000,Windy and mostly cloudy until evening.,wind,1487833140,1487871031,0.89,,,,,rain,,41.56,1487890800,51.07,1487808000,34.42,1487890800,51.07,1487808000,39.96,0.73,21.65,257,7.04,0.57,998.5
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/24/2017,1487894400,Partly cloudy until afternoon.,partly-cloudy-day,1487919416,1487957538,0.93,,,,,rain,,37.41,1487919600,47.29,1487944800,30.64,1487919600,42.96,1487944800,31.96,0.68,7.97,281,7.88,0.17,1015.9
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/25/2017,1487980800,Overcast until evening.,cloudy,1488005690,1488044045,0.96,,,,,rain,,41.56,1487980800,49.4,1488031200,36.74,1487980800,43.65,1488031200,42.11,0.84,13.96,218,7.21,0.68,1014
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/26/2017,1488067200,Mostly cloudy until evening.,partly-cloudy-day,1488091964,1488130551,0.99,,,,,rain,,48.25,1488150000,52,1488110400,42.29,1488150000,52,1488110400,46.07,0.87,15.66,221,6.03,0.81,1006.3
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/27/2017,1488153600,Mostly cloudy until evening.,partly-cloudy-day,1488178237,1488217057,0.03,,,,,rain,,37.98,1488236400,48.05,1488157200,31.08,1488236400,42.71,1488157200,41.03,0.88,12.35,215,6.77,0.44,990.62
"High St, Bromley BR1 1DN, UK",High Street,51.4038907,0.0165818,2/28/2017,1488240000,Mostly cloudy until evening.,partly-cloudy-day,1488264509,1488303563,0.06,,,,,rain,,34.34,1488265200,45.72,1488322800,27.54,1488265200,38.39,1488322800,34.85,0.82,11.63,245,7.4,0.46,988.79
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/6/2017,1486339200,"Overcast starting in the afternoon, continuing until evening.",cloudy,1486367175,1486400351,0.34,,,,,rain,,28.98,1486360800,39.68,1486393200,25.56,1486368000,31.67,1486393200,32.59,0.94,8.38,150,3.96,0.18,1015.34
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/7/2017,1486425600,Mostly cloudy until evening.,partly-cloudy-day,1486453462,1486486872,0.38,,,,,rain,,36.01,1486501200,45.29,1486479600,27.49,1486425600,45.29,1486479600,37.6,0.92,5.35,160,4.98,0.54,1013.34
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/8/2017,1486512000,Mostly cloudy until evening.,partly-cloudy-day,1486539747,1486573394,0.41,,,,,rain,,33.32,1486594800,38.56,1486558800,28.17,1486594800,33.1,1486558800,34.36,0.92,5.22,92,5.44,0.82,1028.01
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/9/2017,1486598400,Overcast until evening.,cloudy,1486626031,1486659916,0.45,,,,,snow,,32.59,1486681200,35.05,1486645200,25.98,1486670400,27.89,1486645200,29.75,0.86,6.82,90,7.5,0.97,1030.16
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/10/2017,1486684800,Mostly cloudy until evening.,partly-cloudy-day,1486712313,1486746437,0.49,,,,,snow,,32.36,1486702800,35.36,1486731600,25.23,1486767600,27.75,1486731600,29.56,0.85,7.35,38,7.81,0.75,1027.94
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/11/2017,1486771200,Clear throughout the day.,clear-day,1486798593,1486832959,0.52,,,,,rain,,32.96,1486774800,36.95,1486818000,23.56,1486782000,29.11,1486818000,33.89,0.94,11.42,25,5.4,,1027.32
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/12/2017,1486857600,Foggy overnight.,fog,1486884872,1486919481,0.55,,,,,rain,,33.76,1486890000,37.01,1486940400,23.13,1486882800,27.89,1486940400,32.84,0.91,16.47,66,4.41,,1028.71
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/13/2017,1486944000,Foggy in the morning.,fog,1486971149,1487006002,0.59,,,,,rain,,36.84,1486958400,44.29,1486994400,27.24,1486951200,37.2,1486994400,36.22,0.9,15.03,84,2.58,0.21,1027.47
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/14/2017,1487030400,Partly cloudy in the evening.,partly-cloudy-night,1487057425,1487092523,0.62,,,,,rain,,35.03,1487059200,43.36,1487080800,26.77,1487037600,38.03,1487080800,36.15,0.89,9.79,108,3.07,0.1,1024.61
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/15/2017,1487116800,Mostly cloudy until evening.,partly-cloudy-day,1487143700,1487179044,0.65,,,,,rain,,42.29,1487127600,48.44,1487170800,38.71,1487138400,44.78,1487170800,43.03,0.93,5.92,170,3.96,0.56,1025.08
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/16/2017,1487203200,Partly cloudy until afternoon.,partly-cloudy-day,1487229973,1487265565,0.68,,,,,rain,,42.32,1487221200,48.22,1487250000,35.94,1487221200,41.64,1487250000,41.04,0.86,12.44,246,7.66,0.26,1024.54
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/17/2017,1487289600,Mostly cloudy until afternoon.,partly-cloudy-day,1487316245,1487352086,0.71,,,,,rain,,42.39,1487318400,49.17,1487343600,40.95,1487289600,46.79,1487343600,43.7,0.92,3.84,216,5.89,0.26,1025.59
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/18/2017,1487376000,Clear throughout the day.,clear-day,1487402515,1487438607,0.74,,,,,rain,,43.83,1487404800,50.46,1487430000,39.03,1487404800,50.46,1487430000,43.73,0.89,9.55,211,5.28,0,1021
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/19/2017,1487462400,Clear throughout the day.,clear-day,1487488785,1487525127,0.77,,,,,rain,,44.29,1487491200,49.42,1487545200,39.57,1487484000,44.49,1487545200,43.93,0.89,10.81,261,7.57,,1018.52
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/20/2017,1487548800,Mostly cloudy until evening.,partly-cloudy-day,1487575053,1487611647,0.8,,,,,rain,,46.14,1487620800,52.7,1487588400,41.41,1487628000,52.7,1487588400,47.16,0.9,14.15,267,7.05,0.61,1014.29
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/21/2017,1487635200,Mostly cloudy until evening and windy starting in the evening.,wind,1487661320,1487698166,0.83,,,,,rain,,41.24,1487664000,52.22,1487707200,36.4,1487660400,52.22,1487707200,43.78,0.87,13.08,245,7.34,0.63,1010.21
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/22/2017,1487721600,Mostly cloudy until evening.,partly-cloudy-day,1487747586,1487784686,0.86,,,,,rain,,42,1487804400,50.91,1487721600,36.19,1487743200,50.91,1487721600,40.38,0.82,16.38,268,7.86,0.51,1002.55
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/23/2017,1487808000,Mostly cloudy until evening and windy in the afternoon.,wind,1487833851,1487871205,0.89,,,,,rain,,36.81,1487887200,46.29,1487833200,27.64,1487862000,39.14,1487833200,38.47,0.9,10.66,269,6.41,0.71,991.15
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/24/2017,1487894400,Partly cloudy until evening.,partly-cloudy-day,1487920116,1487957723,0.93,,,,,rain,,35.71,1487919600,44.04,1487948400,28.16,1487912400,39.06,1487948400,33.44,0.78,8.31,271,8.59,0.27,1012.91
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/25/2017,1487980800,Clear throughout the day.,clear-day,1488006379,1488044242,0.96,,,,,rain,,41.08,1487984400,48.98,1488034800,33.68,1487984400,41.97,1488034800,43.03,0.89,16.62,215,6.75,,1004.95
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/26/2017,1488067200,Clear throughout the day.,clear-day,1488092641,1488130760,0.99,,,,,rain,,41.86,1488150000,49.36,1488121200,34.76,1488150000,41.95,1488121200,41.94,0.86,14.73,217,7.88,,997.89
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/27/2017,1488153600,Mostly cloudy until evening.,partly-cloudy-day,1488178902,1488217277,0.03,,,,,rain,,34.19,1488236400,42.11,1488200400,28.65,1488232800,38.25,1488200400,36.18,0.9,6.4,223,7.93,0.64,985.49
"The Grove, Ilkley LS29 9PA, UK",The Grove,53.9247618,-1.8275095,2/28/2017,1488240000,Mostly cloudy until evening.,partly-cloudy-day,1488265163,1488303794,0.06,,,,,rain,,31.8,1488265200,41.07,1488286800,24.99,1488261600,34.55,1488286800,33.91,0.9,6.23,249,7.56,0.36,984.5
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/7/2017,1486425600,Mostly cloudy in the morning.,partly-cloudy-day,1486452611,1486486895,0.38,,,,,rain,,40.65,1486425600,50.75,1486476000,35.09,1486425600,50.75,1486476000,39.93,0.85,0.58,262,5.35,0.36,1014.24
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/8/2017,1486512000,Mostly cloudy throughout the day.,partly-cloudy-day,1486538907,1486573406,0.41,,,,,rain,,37.2,1486594800,42.24,1486515600,31.97,1486594800,40.33,1486515600,35.44,0.84,5.19,19,4.86,0.88,1026
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/9/2017,1486598400,Foggy starting in the evening.,fog,1486625202,1486659916,0.45,,,,,rain,,35.38,1486659600,36.45,1486598400,27.95,1486666800,31.18,1486598400,31.73,0.84,7.94,46,4.33,1,1027.65
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/10/2017,1486684800,Foggy until afternoon.,fog,1486711495,1486746427,0.49,,,,,rain,,34.57,1486767600,36.23,1486742400,27.58,1486728000,29.48,1486742400,32.59,0.9,7.81,22,2.43,0.89,1023.78
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/11/2017,1486771200,Foggy until afternoon.,fog,1486797786,1486832937,0.52,,,,,rain,,33.45,1486796400,37.13,1486854000,26.48,1486800000,30.63,1486854000,32.42,0.89,7.91,12,2.68,1,1022.33
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/12/2017,1486857600,Foggy until afternoon.,fog,1486884076,1486919448,0.55,,,,,rain,,35.28,1486890000,42.36,1486936800,28.46,1486890000,34.88,1486936800,34.97,0.89,10.09,61,2.43,0.98,1022.37
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/13/2017,1486944000,Clear throughout the day.,clear-day,1486970365,1487005958,0.59,,,,,rain,,39.38,1486969200,48.34,1486990800,31.64,1486969200,42.07,1486990800,37.31,0.83,14.33,81,3.28,0.04,1021.91
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/14/2017,1487030400,"Mostly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-night,1487056652,1487092468,0.62,,,,,rain,,38.2,1487055600,51.88,1487084400,32.13,1487044800,51.88,1487084400,38.37,0.79,7.85,109,5.53,0.3,1023.32
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/15/2017,1487116800,Mostly cloudy until evening.,partly-cloudy-day,1487142938,1487178978,0.65,,,,,rain,,45.03,1487199600,52.29,1487163600,40.55,1487199600,52.29,1487163600,45.61,0.9,5.82,184,5.09,0.47,1027.79
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/16/2017,1487203200,Partly cloudy until evening.,partly-cloudy-day,1487229222,1487265488,0.68,,,,,rain,,43.65,1487224800,52.24,1487253600,39.77,1487214000,52.24,1487253600,42.55,0.84,7.92,239,6.95,0.34,1029.46
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/17/2017,1487289600,Partly cloudy until afternoon.,partly-cloudy-day,1487315505,1487351997,0.71,,,,,rain,,43.51,1487372400,54.84,1487340000,40.09,1487372400,54.84,1487340000,42.89,0.82,5.09,241,6.71,0.27,1027.76
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/18/2017,1487376000,Overcast until afternoon.,cloudy,1487401787,1487438506,0.74,,,,,rain,,42.75,1487458800,54.07,1487433600,38.88,1487390400,54.07,1487433600,41.56,0.84,6.34,207,4.7,0.42,1025.17
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/19/2017,1487462400,Mostly cloudy until evening.,partly-cloudy-day,1487488068,1487525015,0.77,,,,,rain,,40.44,1487476800,53.39,1487516400,35.67,1487476800,53.39,1487516400,42.81,0.86,7.71,247,5.7,0.53,1022.39
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/20/2017,1487548800,Mostly cloudy until evening.,partly-cloudy-day,1487574347,1487611524,0.8,,,,,rain,,49.65,1487563200,62.87,1487599200,45.77,1487563200,62.87,1487599200,49.84,0.85,11.2,256,6.42,0.6,1018.63
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/21/2017,1487635200,Mostly cloudy until evening and breezy overnight.,wind,1487660625,1487698033,0.83,,,,,rain,,50.6,1487660400,55.57,1487685600,50.6,1487660400,55.57,1487685600,48.76,0.86,12.39,252,6.82,0.78,1015.9
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/22/2017,1487721600,Breezy in the morning and mostly cloudy until evening.,wind,1487746903,1487784541,0.86,,,,,rain,,51.5,1487804400,56.17,1487764800,51.5,1487804400,56.17,1487764800,48.65,0.83,17.03,247,6.91,0.92,1008.26
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/23/2017,1487808000,Windy and mostly cloudy until evening.,wind,1487833179,1487871049,0.89,,,,,rain,,42.3,1487890800,52,1487836800,35.36,1487890800,52,1487836800,39.98,0.71,21.72,258,7.19,0.58,998.18
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/24/2017,1487894400,Partly cloudy until afternoon.,partly-cloudy-day,1487919454,1487957556,0.93,,,,,rain,,37.74,1487919600,48.76,1487944800,30.93,1487919600,44.75,1487944800,32,0.66,8.01,282,7.81,0.19,1015.87
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/25/2017,1487980800,Overcast until evening.,cloudy,1488005728,1488044063,0.96,,,,,rain,,42.98,1487980800,50.42,1488031200,38.28,1487984400,50.42,1488031200,42.11,0.82,13.82,219,7.15,0.68,1013.64
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/26/2017,1488067200,Mostly cloudy until evening.,partly-cloudy-day,1488092002,1488130570,0.99,,,,,rain,,48.75,1488067200,52.7,1488110400,42.94,1488067200,52.7,1488110400,46.12,0.85,15.42,222,6.4,0.81,1005.92
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/27/2017,1488153600,Mostly cloudy until evening.,partly-cloudy-day,1488178274,1488217077,0.03,,,,,rain,,38.52,1488236400,48.5,1488157200,31.74,1488236400,43.49,1488157200,41.21,0.87,11.79,215,7.04,0.46,990.31
"Holland St, London SE1 9FU, UK",Holland Street,51.5071172,-0.1013077,2/28/2017,1488240000,Mostly cloudy until evening.,partly-cloudy-day,1488264545,1488303583,0.06,,,,,rain,,35.34,1488265200,46.41,1488322800,28.89,1488265200,39.29,1488322800,35.07,0.81,11.65,246,7.47,0.47,988.56
"Jubilee St, Brighton BN1 1GE, UK",Jubilee Street,50.8248556,-0.1389318,2/20/2017,1487548800,Mostly cloudy throughout the day.,partly-cloudy-day,1487574279,1487611610,0.8,,,,,rain,,48.3,1487563200,57.38,1487599200,44.62,1487559600,57.38,1487599200,49.07,0.9,10.99,259,5.83,0.73,1018.14
"Jubilee St, Brighton BN1 1GE, UK",Jubilee Street,50.8248556,-0.1389318,2/21/2017,1487635200,Overcast throughout the day.,cloudy,1487660561,1487698116,0.83,,,,,rain,,49.06,1487660400,53.66,1487685600,44.16,1487660400,53.66,1487685600,47.98,0.89,13.92,253,6.76,0.85,1015.73
"Jubilee St, Brighton BN1 1GE, UK",Jubilee Street,50.8248556,-0.1389318,2/22/2017,1487721600,Breezy in the morning and overcast throughout the day.,wind,1487746841,1487784621,0.86,,,,,rain,,49.3,1487804400,51.77,1487764800,43.29,1487804400,51.77,1487764800,47.44,0.89,19.69,251,5.7,0.98,1008.36
"Jubilee St, Brighton BN1 1GE, UK",Jubilee Street,50.8248556,-0.1389318,2/23/2017,1487808000,Windy and mostly cloudy until evening.,wind,1487833120,1487871126,0.89,,,,,rain,,41.95,1487890800,50.07,1487847600,34.21,1487890800,50.07,1487847600,39.88,0.75,20.13,258,6.77,0.63,999.66
